"order_id","order_date","customer_id","customer_name","product_id","product_name","category","region","segment","channel","campaign_id","campaign_name","amount_spend","clicks","total_users","new_users","revenue","orders","new_orders","cost","gross_margin","net_profit","refund_rate","cart_abandonment_rate","promotion_roi","discount_amount","tax_amount","shipping_cost","payment_method","device_type","country","city"
"ORD00101","2024-04-10","CUST9576","Customer_466","P268","Product_83","Sports","South","SMB","Affiliate","CMP331","Campaign_18","1967","8031","1694","1352","31339","446","76","12671","18668","17322","3.54","94.45","1493.24","1245.21","3760.68","2435.64","NetBanking","Tablet","Germany","Ahmedabad"
"ORD00102","2024-04-11","CUST1061","Customer_696","P851","Product_47","Fashion","South","Consumer","Affiliate","CMP636","Campaign_15","3198","7217","640","388","204062","1450","708","61198","142864","142679","2.75","79.91","6280.93","14854.27","24487.44","5868.86","Card","Tablet","USA","Pune"
"ORD00103","2024-04-12","CUST5439","Customer_368","P547","Product_98","Electronics","East","Corporate","Email","CMP697","Campaign_33","3697","7340","1707","1213","260674","1427","1113","33664","227010","226870","6.39","80.56","6950.96","20093.99","31280.88","8892.53","Wallet","Tablet","Germany","Kolkata"
"ORD00104","2024-04-13","CUST3656","Customer_624","P423","Product_86","Electronics","South","Consumer","Email","CMP787","Campaign_36","2612","3896","1834","1478","56851","623","92","27532","29319","28789","3.9","84.01","2076.53","5698.82","6822.12","1572.31","UPI","Desktop","India","Delhi"
"ORD00105","2024-04-14","CUST1999","Customer_756","P267","Product_38","Books","North","SMB","Organic","CMP553","Campaign_19","3156","6604","2368","1156","280574","1865","1195","103866","176708","175405","4.38","71.76","8790.18","28896.87","33668.88","5398.09","Wallet","Tablet","Canada","Hyderabad"
"ORD00106","2024-04-15","CUST5672","Customer_339","P728","Product_43","Sports","North","SMB","Social","CMP358","Campaign_17","3099","7784","1539","1347","249444","1443","1122","31959","217485","217241","4.5","81.46","7949.18","22337.98","29933.28","9293.29","Card","Desktop","India","Hyderabad"
"ORD00107","2024-04-16","CUST5531","Customer_787","P821","Product_68","Beauty","North","Consumer","Organic","CMP450","Campaign_35","1247","8766","943","877","159392","2036","1577","98975","60417","59648","7.8","76.77","12682.04","11008.88","19127.04","10929.72","Card","Mobile","UK","Kolkata"
"ORD00108","2024-04-17","CUST9863","Customer_540","P286","Product_52","Beauty","West","Corporate","Paid Search","CMP901","Campaign_38","3630","8695","3180","256","207432","2131","486","59036","148396","147828","7.42","75.49","5614.38","13219.26","24891.84","13135.26","Card","Tablet","India","Pune"
"ORD00109","2024-04-18","CUST8312","Customer_263","P771","Product_19","Beauty","South","SMB","Organic","CMP693","Campaign_39","4129","4133","1499","219","136021","1127","1043","31177","104844","104722","6.01","72.73","3194.28","6517.05","16322.52","7279.68","Card","Mobile","India","Chennai"
"ORD00110","2024-04-19","CUST9889","Customer_138","P960","Product_64","Books","East","Consumer","Email","CMP595","Campaign_37","1185","7961","1083","590","21729","159","123","7068","14661","14389","6.41","98","1733.67","2056.36","2607.48","894.68","Card","Mobile","Germany","Kolkata"
"ORD00111","2024-04-20","CUST2448","Customer_852","P753","Product_20","Home","North","SMB","Paid Search","CMP648","Campaign_33","1339","8758","1718","377","118340","971","44","40179","78161","77562","3.91","88.91","8737.94","10924.16","14200.80","2758.8","Card","Tablet","UK","Bengaluru"
"ORD00112","2024-04-21","CUST2717","Customer_135","P919","Product_36","Beauty","East","Corporate","Paid Search","CMP360","Campaign_16","1259","2771","2272","2022","378387","1814","640","70191","308196","307973","5.76","34.54","29954.57","13136.37","45406.44","11448.18","UPI","Tablet","Germany","Chennai"
"ORD00113","2024-04-22","CUST5882","Customer_930","P401","Product_91","Sports","East","Corporate","Email","CMP327","Campaign_23","2030","5854","1533","178","129874","766","398","34202","95672","94369","1.46","86.91","6297.73","13055.06","15584.88","2615.7","Wallet","Mobile","Germany","Pune"
"ORD00114","2024-04-23","CUST6389","Customer_723","P588","Product_49","Fashion","West","Consumer","Organic","CMP935","Campaign_19","2219","2705","2140","96","268023","1735","211","95909","172114","171628","6.29","35.86","11978.55","11856.47","32162.76","10737.65","Card","Mobile","USA","Kolkata"
"ORD00115","2024-04-24","CUST2501","Customer_116","P409","Product_33","Beauty","North","SMB","Email","CMP542","Campaign_12","2781","8060","1825","1129","145812","1870","1315","85061","60751","59545","1.79","76.8","5143.15","13494.26","17497.44","8016.97","NetBanking","Desktop","India","Delhi"
"ORD00116","2024-04-25","CUST9358","Customer_206","P947","Product_85","Books","East","Corporate","Affiliate","CMP420","Campaign_30","2474","1485","2899","2032","181074","1015","370","51194","129880","128871","1.27","31.65","7219.08","10917.69","21728.88","7338.4","NetBanking","Desktop","Canada","Delhi"
"ORD00117","2024-04-26","CUST5579","Customer_229","P748","Product_28","Sports","North","SMB","Email","CMP655","Campaign_13","1965","6561","1673","790","112578","575","521","26690","85888","85140","2.11","91.24","5629.16","7970.31","13509.36","1931.55","NetBanking","Desktop","India","Hyderabad"
"ORD00118","2024-04-27","CUST8322","Customer_444","P478","Product_49","Electronics","South","Corporate","Social","CMP950","Campaign_12","2494","4211","1834","727","160507","2095","1838","126099","34408","34202","3.92","50.25","6335.73","10064.19","19260.84","14814.87","Card","Mobile","India","Kolkata"
"ORD00119","2024-04-28","CUST8049","Customer_308","P993","Product_28","Fashion","West","Corporate","Paid Search","CMP259","Campaign_13","3230","2486","3436","203","34018","344","241","21462","12556","11988","6.91","86.16","953.19","2795.80","4082.16","2555.89","NetBanking","Tablet","UK","Bengaluru"
"ORD00120","2024-04-29","CUST2227","Customer_752","P248","Product_34","Electronics","West","Consumer","Affiliate","CMP641","Campaign_24","2180","7693","1899","348","45944","252","160","8984","36960","36770","7.74","96.72","2007.52","4060.48","5513.28","1858.41","NetBanking","Mobile","USA","Pune"
"ORD00121","2024-04-30","CUST2644","Customer_842","P599","Product_76","Home","North","Corporate","Organic","CMP650","Campaign_17","1030","1687","3652","1233","126628","729","331","19255","107373","106471","3.37","56.79","12193.98","10844.66","15195.36","2628.05","NetBanking","Tablet","India","Pune"
"ORD00122","2024-05-01","CUST8097","Customer_921","P926","Product_52","Beauty","North","Corporate","Paid Search","CMP221","Campaign_12","2731","2879","977","605","198441","1375","1244","64606","133835","132531","7.11","52.24","7166.24","10436.16","23812.92","10191.49","NetBanking","Tablet","UK","Hyderabad"
"ORD00123","2024-05-02","CUST3769","Customer_385","P187","Product_58","Fashion","West","Corporate","Paid Search","CMP452","Campaign_20","2708","5097","2793","1165","328104","2139","1222","56183","271921","271148","7.02","58.03","12016.10","8526.00","39372.48","9260.62","NetBanking","Mobile","USA","Mumbai"
"ORD00124","2024-05-03","CUST2741","Customer_795","P782","Product_44","Home","West","Corporate","Email","CMP232","Campaign_31","1214","3406","2806","1687","194039","1120","336","41534","152505","152190","6.53","67.12","15883.44","10192.86","23284.68","8278.54","Wallet","Desktop","Canada","Bengaluru"
"ORD00125","2024-05-04","CUST4844","Customer_669","P289","Product_91","Sports","East","Consumer","Email","CMP632","Campaign_7","3462","7696","813","660","419218","2153","2066","87429","331789","331081","6.08","72.02","12009.13","19701.81","50306.16","12609.4","Wallet","Mobile","India","Kolkata"
"ORD00126","2024-05-05","CUST8409","Customer_493","P777","Product_71","Books","West","Corporate","Social","CMP713","Campaign_22","1493","2127","3199","492","124492","749","449","20218","104274","103262","2.88","64.79","8238.38","9059.39","14939.04","2116.48","NetBanking","Tablet","India","Bengaluru"
"ORD00127","2024-05-06","CUST9997","Customer_650","P115","Product_69","Home","South","Consumer","Organic","CMP363","Campaign_3","1835","6845","2351","2235","197413","1165","664","36785","160628","159288","7.19","82.98","10658.20","20170.91","23689.56","8279.86","Card","Desktop","UK","Pune"
"ORD00128","2024-05-07","CUST4394","Customer_333","P297","Product_37","Books","South","Corporate","Email","CMP365","Campaign_8","3542","2211","796","88","135192","1884","918","116582","18610","17673","0.78","14.79","3716.83","6356.88","16223.04","8550.15","NetBanking","Tablet","Canada","Pune"
"ORD00129","2024-05-08","CUST1256","Customer_177","P814","Product_57","Electronics","South","Consumer","Organic","CMP576","Campaign_22","1084","2544","1978","269","338405","1720","1132","47524","290881","289812","7.57","32.39","31118.17","30893.53","40608.60","4842.22","NetBanking","Mobile","Germany","Hyderabad"
"ORD00130","2024-05-09","CUST8858","Customer_897","P323","Product_21","Beauty","South","Corporate","Email","CMP464","Campaign_27","1696","1850","2302","1064","132276","1284","679","40216","92060","91274","2.54","30.59","7699.29","13282.34","15873.12","5022.99","Wallet","Tablet","Canada","Delhi"
"ORD00131","2024-05-10","CUST4367","Customer_622","P255","Product_94","Beauty","East","Consumer","Social","CMP603","Campaign_9","1847","2632","3189","225","204333","1012","721","20063","184270","183742","2.02","61.55","10962.97","9571.50","24519.96","3576.96","NetBanking","Tablet","Germany","Hyderabad"
"ORD00132","2024-05-11","CUST9917","Customer_980","P955","Product_70","Electronics","South","Corporate","Affiliate","CMP892","Campaign_17","4120","2410","2498","1430","35428","219","84","13975","21453","20083","7.86","90.91","759.90","1821.10","4251.36","953.82","NetBanking","Desktop","UK","Delhi"
"ORD00133","2024-05-12","CUST7361","Customer_932","P577","Product_76","Books","North","Corporate","Paid Search","CMP810","Campaign_3","3243","7284","1853","1810","52321","661","536","32327","19994","18844","6.02","90.93","1513.35","2608.44","6278.52","1880","Wallet","Mobile","Germany","Chennai"
"ORD00134","2024-05-13","CUST5831","Customer_955","P902","Product_27","Books","East","Consumer","Paid Search","CMP865","Campaign_37","1595","2413","521","262","213263","1966","80","93997","119266","118847","6.55","18.52","13270.72","18295.70","25591.56","11635.5","NetBanking","Tablet","UK","Kolkata"
"ORD00135","2024-05-14","CUST8141","Customer_967","P956","Product_26","Beauty","South","Corporate","Social","CMP419","Campaign_2","3153","2635","671","165","55535","642","198","16635","38900","37825","2.59","75.64","1661.34","4027.99","6664.20","3077.49","UPI","Mobile","UK","Ahmedabad"
"ORD00136","2024-05-15","CUST1205","Customer_632","P310","Product_93","Books","South","Corporate","Paid Search","CMP796","Campaign_10","1845","2686","587","152","42880","412","92","16265","26615","25600","4.45","84.66","2224.12","2696.05","5145.60","1330.93","UPI","Mobile","UK","Kolkata"
"ORD00137","2024-05-16","CUST3419","Customer_940","P757","Product_34","Home","South","Corporate","Organic","CMP251","Campaign_15","1693","6199","3777","2573","183879","1772","1613","44221","139658","138275","7.7","71.41","10761.13","20213.00","22065.48","6397.94","UPI","Tablet","UK","Bengaluru"
"ORD00138","2024-05-17","CUST7920","Customer_797","P428","Product_48","Beauty","East","Corporate","Affiliate","CMP777","Campaign_13","3465","1662","3134","610","71230","664","431","16745","54485","54028","1.91","60.05","1955.70","1552.15","8547.60","4418.15","Wallet","Mobile","India","Mumbai"
"ORD00139","2024-05-18","CUST9869","Customer_131","P966","Product_37","Fashion","North","Corporate","Organic","CMP988","Campaign_27","1231","6357","1703","1347","178508","1541","1524","45920","132588","131242","2.1","75.76","14401.06","4780.02","21420.96","7765.84","NetBanking","Tablet","India","Kolkata"
"ORD00140","2024-05-19","CUST5642","Customer_104","P346","Product_95","Beauty","East","Consumer","Paid Search","CMP477","Campaign_12","1597","2609","518","447","196938","1069","808","26184","170754","170090","2.56","59.03","12231.75","20959.65","23632.56","5867.75","NetBanking","Tablet","USA","Kolkata"
"ORD00141","2024-05-20","CUST6931","Customer_229","P403","Product_25","Beauty","South","Corporate","Affiliate","CMP237","Campaign_23","2445","5576","3618","1894","59595","908","190","37857","21738","20530","7.47","83.72","2337.42","3530.22","7151.40","4955.5","NetBanking","Tablet","USA","Delhi"
"ORD00142","2024-05-21","CUST3796","Customer_510","P200","Product_92","Beauty","North","Consumer","Social","CMP460","Campaign_19","1096","7359","1094","910","115782","850","657","52096","63686","63405","6.98","88.45","10464.05","3506.72","13893.84","2682.71","NetBanking","Tablet","Canada","Hyderabad"
"ORD00143","2024-05-22","CUST1125","Customer_977","P578","Product_92","Beauty","East","Corporate","Organic","CMP230","Campaign_7","1751","2096","1298","544","57489","518","83","27651","29838","29092","4.84","75.29","3183.21","3153.24","6898.68","3738.06","UPI","Desktop","Canada","Hyderabad"
"ORD00144","2024-05-23","CUST3019","Customer_579","P797","Product_74","Beauty","East","SMB","Email","CMP783","Campaign_39","1421","6096","1064","938","53179","271","149","7925","45254","44672","7.32","95.55","3642.36","2286.36","6381.48","1218.13","UPI","Mobile","Germany","Chennai"
"ORD00145","2024-05-24","CUST6592","Customer_839","P487","Product_40","Home","North","Consumer","Affiliate","CMP708","Campaign_9","2493","4917","982","816","64616","738","298","44559","20057","19107","7.14","84.99","2491.90","6351.87","7753.92","5314.5","NetBanking","Mobile","UK","Kolkata"
"ORD00146","2024-05-25","CUST9296","Customer_206","P975","Product_26","Fashion","North","Corporate","Social","CMP490","Campaign_18","2212","1574","3701","2426","301324","1461","284","65035","236289","235284","3.07","7.18","13522.24","15992.73","36158.88","4116.67","UPI","Tablet","USA","Hyderabad"
"ORD00147","2024-05-26","CUST8322","Customer_846","P816","Product_57","Electronics","North","Consumer","Affiliate","CMP997","Campaign_34","2295","3024","3554","914","86459","1257","297","40005","46454","45077","5.57","58.43","3667.28","8349.08","10375.08","7220.34","NetBanking","Desktop","USA","Kolkata"
"ORD00148","2024-05-27","CUST3722","Customer_500","P391","Product_37","Fashion","East","SMB","Paid Search","CMP896","Campaign_9","2433","4610","2184","238","93662","1267","1165","27773","65889","65767","1.58","72.52","3749.65","2963.92","11239.44","6224.62","NetBanking","Mobile","Canada","Delhi"
"ORD00149","2024-05-28","CUST3419","Customer_525","P195","Product_74","Beauty","East","Corporate","Organic","CMP450","Campaign_10","2235","6861","1452","928","55930","754","683","24101","31829","31517","1.07","89.01","2402.46","2179.35","6711.60","4347.21","Wallet","Tablet","Canada","Ahmedabad"
"ORD00150","2024-05-29","CUST4500","Customer_686","P675","Product_38","Sports","East","Consumer","Email","CMP804","Campaign_33","2888","3591","2518","520","88538","1012","267","47416","41122","40752","5.58","71.82","2965.72","4172.04","10624.56","7572.09","Wallet","Tablet","India","Mumbai"
"ORD00151","2024-05-30","CUST4435","Customer_891","P572","Product_96","Fashion","West","Consumer","Social","CMP920","Campaign_22","1695","3827","2627","1834","110863","838","604","50299","60564","59268","3.79","78.1","6440.59","8222.89","13303.56","4517.65","Card","Tablet","Germany","Chennai"
"ORD00152","2024-05-31","CUST1960","Customer_150","P649","Product_79","Home","West","Corporate","Paid Search","CMP721","Campaign_32","2917","5820","2613","1413","22381","144","47","5941","16440","16256","1.64","97.53","667.26","2388.51","2685.72","917.46","UPI","Desktop","India","Kolkata"
"ORD00153","2024-06-01","CUST2129","Customer_944","P382","Product_62","Home","West","Consumer","Social","CMP417","Campaign_7","1659","4891","1668","1425","17577","247","130","12033","5544","4405","6.7","94.95","959.49","1114.28","2109.24","1375.91","NetBanking","Tablet","India","Pune"
"ORD00154","2024-06-02","CUST9127","Customer_885","P567","Product_44","Books","South","Consumer","Paid Search","CMP720","Campaign_38","2784","5652","1685","192","323323","2065","825","116359","206964","205699","3.23","63.46","11513.61","26604.38","38798.76","14593.57","NetBanking","Tablet","Germany","Ahmedabad"
"ORD00155","2024-06-03","CUST8711","Customer_583","P276","Product_50","Home","North","Consumer","Email","CMP659","Campaign_29","1887","7259","1965","732","28222","236","97","8731","19491","19137","6.22","96.75","1395.60","1731.60","3386.64","683.38","Wallet","Mobile","USA","Ahmedabad"
"ORD00156","2024-06-04","CUST9306","Customer_867","P278","Product_42","Sports","South","SMB","Paid Search","CMP787","Campaign_4","1042","1897","3232","2475","154769","920","211","24042","130727","129626","4.28","51.5","14753.07","13438.92","18572.28","5147.04","Wallet","Tablet","UK","Kolkata"
"ORD00157","2024-06-05","CUST1915","Customer_516","P400","Product_42","Electronics","South","Corporate","Social","CMP898","Campaign_2","1573","8386","3713","3646","54502","303","92","18238","36264","35072","7.08","96.39","3364.84","5828.09","6540.24","1937.65","UPI","Desktop","UK","Delhi"
"ORD00158","2024-06-06","CUST8769","Customer_965","P914","Product_57","Beauty","North","Corporate","Paid Search","CMP789","Campaign_30","2303","2958","3466","1160","46281","664","55","35503","10778","10185","5.55","77.55","1909.60","1057.12","5553.72","2560.75","Wallet","Desktop","UK","Delhi"
"ORD00159","2024-06-07","CUST4276","Customer_431","P775","Product_27","Beauty","South","SMB","Affiliate","CMP229","Campaign_36","3491","8226","1820","1230","296077","1754","1430","77159","218918","217581","6.17","78.68","8381.15","6912.32","35529.24","4935","Card","Tablet","Germany","Hyderabad"
"ORD00160","2024-06-08","CUST4847","Customer_892","P391","Product_38","Books","East","Corporate","Social","CMP619","Campaign_22","2883","6718","3616","2485","47829","583","507","22122","25707","25460","7.42","91.32","1559.00","1960.12","5739.48","1536.87","UPI","Mobile","UK","Hyderabad"
"ORD00161","2024-06-09","CUST1012","Customer_184","P717","Product_92","Fashion","West","SMB","Organic","CMP356","Campaign_28","1969","6168","514","304","113771","761","98","30126","83645","82336","1.69","87.66","5678.11","3745.78","13652.52","4673.35","Card","Mobile","Germany","Pune"
"ORD00162","2024-06-10","CUST5859","Customer_894","P825","Product_87","Home","South","Consumer","Social","CMP292","Campaign_35","2639","8903","2704","1228","156798","766","580","49365","107433","106293","7.07","91.4","5841.57","16982.63","18815.76","2077.2","Card","Mobile","Canada","Hyderabad"
"ORD00163","2024-06-11","CUST1134","Customer_567","P756","Product_67","Electronics","East","Corporate","Social","CMP495","Campaign_9","4261","5323","1371","105","110567","1408","931","61989","48578","48032","6.83","73.55","2494.86","10570.32","13268.04","4568.53","NetBanking","Tablet","Germany","Kolkata"
"ORD00164","2024-06-12","CUST3595","Customer_167","P596","Product_66","Sports","North","Consumer","Social","CMP760","Campaign_10","4219","8797","3675","800","307524","1936","386","108763","198761","197692","2.1","77.99","7189.03","30611.46","36902.88","13797.3","UPI","Tablet","India","Delhi"
"ORD00165","2024-06-13","CUST6836","Customer_904","P525","Product_25","Sports","East","Consumer","Affiliate","CMP301","Campaign_24","4269","3833","1013","693","162411","1367","260","52114","110297","108948","5.43","64.34","3704.43","7260.89","19489.32","9427.56","Wallet","Mobile","Germany","Mumbai"
"ORD00166","2024-06-14","CUST8857","Customer_171","P960","Product_90","Fashion","North","Corporate","Organic","CMP975","Campaign_4","1860","8406","3064","1183","138900","663","604","38325","100575","100290","1.19","92.11","7367.74","9592.77","16668.00","4015.77","UPI","Desktop","India","Mumbai"
"ORD00167","2024-06-15","CUST1973","Customer_742","P405","Product_98","Electronics","West","Consumer","Affiliate","CMP598","Campaign_6","1896","2662","2507","1931","186840","2007","1611","62106","124734","124554","5.09","24.61","9754.43","7200.73","22420.80","7001.31","NetBanking","Tablet","USA","Pune"
"ORD00168","2024-06-16","CUST7824","Customer_349","P671","Product_23","Electronics","East","SMB","Affiliate","CMP976","Campaign_21","2995","5110","3409","198","101364","561","158","34411","66953","66166","5.49","89.02","3284.44","3507.24","12163.68","4075.47","Wallet","Desktop","Germany","Pune"
"ORD00169","2024-06-17","CUST1674","Customer_331","P663","Product_56","Fashion","North","Corporate","Affiliate","CMP949","Campaign_17","3599","6868","2393","1385","168511","1331","80","59501","109010","108157","0.71","80.62","4582.16","5877.90","20221.32","8238.97","NetBanking","Mobile","Canada","Mumbai"
"ORD00170","2024-06-18","CUST7904","Customer_114","P625","Product_19","Fashion","North","Corporate","Affiliate","CMP704","Campaign_32","2187","2741","1116","457","162825","1163","576","70804","92021","91491","3.19","57.57","7345.13","6379.68","19539.00","7993.72","Wallet","Tablet","Germany","Bengaluru"
"ORD00171","2024-06-19","CUST3283","Customer_165","P181","Product_25","Sports","South","Corporate","Organic","CMP940","Campaign_26","3278","2629","1592","724","157899","1497","436","46691","111208","110378","1.82","43.06","4716.93","6819.75","18947.88","6502.1","Wallet","Tablet","Canada","Ahmedabad"
"ORD00172","2024-06-20","CUST1488","Customer_737","P110","Product_44","Electronics","North","SMB","Organic","CMP933","Campaign_10","3926","2078","2717","985","182232","888","672","22574","159658","159433","4.99","57.27","4541.67","6586.40","21867.84","3131.52","UPI","Desktop","Canada","Chennai"
"ORD00173","2024-06-21","CUST9369","Customer_193","P627","Product_33","Books","South","SMB","Affiliate","CMP966","Campaign_28","2754","4047","485","253","30064","216","146","14418","15646","14262","6.07","94.66","991.65","2897.97","3607.68","817.17","UPI","Tablet","Canada","Pune"
"ORD00174","2024-06-22","CUST7353","Customer_382","P632","Product_56","Home","West","SMB","Affiliate","CMP931","Campaign_28","1358","5367","3303","1239","139986","661","305","34408","105578","104653","7.43","87.68","10208.25","15021.15","16798.32","4690.28","NetBanking","Desktop","UK","Chennai"
"ORD00175","2024-06-23","CUST6136","Customer_353","P296","Product_69","Electronics","South","Consumer","Email","CMP819","Campaign_19","4079","3900","1801","479","167639","1730","1543","80199","87440","86394","2.28","55.64","4009.81","13702.42","20116.68","5662.92","UPI","Desktop","India","Bengaluru"
"ORD00176","2024-06-24","CUST7994","Customer_333","P119","Product_86","Electronics","North","Consumer","Affiliate","CMP911","Campaign_2","1947","1851","1139","707","99752","635","568","36237","63515","63023","5.24","65.69","5023.37","7592.46","11970.24","4245.26","Card","Tablet","Germany","Kolkata"
"ORD00177","2024-06-25","CUST2996","Customer_757","P570","Product_26","Sports","North","Corporate","Social","CMP788","Campaign_31","2875","1212","1996","1668","60631","519","195","30901","29730","28345","4.81","57.18","2008.90","4736.03","7275.72","1904.27","Card","Desktop","India","Hyderabad"
"ORD00178","2024-06-26","CUST5592","Customer_821","P503","Product_56","Sports","North","SMB","Affiliate","CMP973","Campaign_18","2578","4475","3247","2174","148076","759","613","45841","102235","102003","2.2","83.04","5643.83","8000.54","17769.12","2294.17","NetBanking","Desktop","Canada","Chennai"
"ORD00179","2024-06-27","CUST4994","Customer_710","P652","Product_69","Fashion","East","Consumer","Organic","CMP835","Campaign_6","2573","8160","2977","1614","213786","1707","1204","82802","130984","130234","2.95","79.08","8208.82","4592.72","25654.32","11020.41","Wallet","Mobile","USA","Bengaluru"
"ORD00180","2024-06-28","CUST6636","Customer_649","P976","Product_58","Fashion","West","Consumer","Social","CMP798","Campaign_1","3501","7601","2194","188","30767","144","111","9117","21650","21198","3.78","98.11","778.81","3258.55","3692.04","485.77","NetBanking","Tablet","Germany","Bengaluru"
"ORD00181","2024-06-29","CUST2718","Customer_473","P649","Product_66","Beauty","South","SMB","Paid Search","CMP711","Campaign_5","4216","2115","528","356","284854","1589","1497","72543","212311","211441","3.41","24.87","6656.50","26665.83","34182.48","6188.26","NetBanking","Tablet","UK","Pune"
"ORD00182","2024-06-30","CUST1864","Customer_651","P146","Product_47","Fashion","South","Consumer","Organic","CMP840","Campaign_29","1436","2661","989","159","193504","1563","1411","53015","140489","140041","0.68","41.26","13375.21","4832.28","23220.48","6202.41","NetBanking","Desktop","Germany","Delhi"
"ORD00183","2024-07-01","CUST3577","Customer_690","P167","Product_11","Beauty","West","Corporate","Email","CMP901","Campaign_5","2447","6921","3013","1000","275344","1304","892","46783","228561","228388","3.17","81.16","11152.31","23529.21","33041.28","5404.82","Card","Mobile","UK","Hyderabad"
"ORD00184","2024-07-02","CUST1365","Customer_871","P362","Product_90","Electronics","West","Corporate","Email","CMP821","Campaign_33","1325","7575","1344","1145","166929","2048","1750","66861","100068","99699","1.75","72.96","12498.42","15875.75","20031.48","11086.35","UPI","Tablet","Canada","Bengaluru"
"ORD00185","2024-07-03","CUST4409","Customer_157","P510","Product_22","Fashion","West","Consumer","Social","CMP921","Campaign_39","3596","7755","1628","1222","105836","1445","246","38276","67560","66217","5","81.37","2843.16","7358.98","12700.32","7735.44","Wallet","Tablet","UK","Chennai"
"ORD00186","2024-07-04","CUST7550","Customer_896","P540","Product_80","Home","North","SMB","Paid Search","CMP911","Campaign_16","3773","7742","2909","1387","77747","617","454","34006","43741","42536","0.64","92.03","1960.61","6918.83","9329.64","3015.29","Card","Mobile","India","Delhi"
"ORD00187","2024-07-05","CUST7135","Customer_375","P974","Product_21","Fashion","South","Corporate","Affiliate","CMP416","Campaign_19","4432","5307","1211","709","157062","1594","1291","45876","111186","109959","2.64","69.96","3443.82","13782.76","18847.44","8856.34","Card","Mobile","Canada","Ahmedabad"
"ORD00188","2024-07-06","CUST2335","Customer_874","P220","Product_79","Home","West","SMB","Paid Search","CMP360","Campaign_21","3444","7855","1685","1001","27614","251","209","17751","9863","8622","1.15","96.8","701.80","1651.89","3313.68","1721.66","NetBanking","Desktop","India","Mumbai"
"ORD00189","2024-07-07","CUST1809","Customer_392","P612","Product_16","Beauty","South","SMB","Affiliate","CMP774","Campaign_35","1385","5703","1979","1573","222374","1625","121","58260","164114","163281","6","71.51","15955.88","13592.59","26684.88","11045.63","Card","Mobile","USA","Delhi"
"ORD00190","2024-07-08","CUST5789","Customer_662","P212","Product_41","Sports","South","Corporate","Social","CMP306","Campaign_1","2092","6103","3167","2173","141762","826","306","31002","110760","109751","2.37","86.47","6676.39","5943.14","17011.44","2658.78","NetBanking","Desktop","UK","Delhi"
"ORD00191","2024-07-09","CUST9798","Customer_917","P922","Product_46","Sports","East","Consumer","Organic","CMP842","Campaign_38","1770","6725","2382","132","361561","1841","76","80933","280628","280319","7.34","72.62","20327.18","36830.71","43387.32","11710.78","Wallet","Desktop","Germany","Delhi"
"ORD00192","2024-07-10","CUST8209","Customer_751","P137","Product_35","Home","North","SMB","Affiliate","CMP330","Campaign_34","1958","2486","1923","913","231640","1174","980","27786","203854","202654","5.76","52.78","11730.44","20450.39","27796.80","6490.7","NetBanking","Mobile","India","Delhi"
"ORD00193","2024-07-11","CUST1170","Customer_225","P477","Product_25","Sports","North","Corporate","Social","CMP621","Campaign_20","4388","6716","3287","1789","275263","1377","437","62222","213041","212776","4.66","79.5","6173.09","19215.00","33031.56","5910.28","NetBanking","Tablet","Germany","Hyderabad"
"ORD00194","2024-07-12","CUST7954","Customer_115","P430","Product_37","Electronics","West","Corporate","Affiliate","CMP946","Campaign_36","3152","3045","3029","2774","46258","326","263","10324","35934","35195","6.8","89.29","1367.58","2143.16","5550.96","1438.91","Card","Tablet","Canada","Hyderabad"
"ORD00195","2024-07-13","CUST8967","Customer_281","P628","Product_24","Electronics","North","SMB","Organic","CMP825","Campaign_2","2764","6110","1369","243","78511","807","728","43114","35397","34794","5.05","86.79","2740.48","7818.34","9421.32","3395.16","NetBanking","Tablet","India","Chennai"
"ORD00196","2024-07-14","CUST5910","Customer_670","P571","Product_53","Home","West","Corporate","Social","CMP287","Campaign_34","2612","3789","2735","635","204277","1788","1633","49100","155177","154006","1.99","52.81","7720.71","22424.00","24513.24","9326.18","NetBanking","Mobile","Canada","Delhi"
"ORD00197","2024-07-15","CUST6044","Customer_971","P945","Product_53","Sports","North","SMB","Paid Search","CMP746","Campaign_34","3875","7185","814","99","249998","1251","880","57668","192330","191731","6.92","82.59","6351.56","6341.22","29999.76","8565.03","Wallet","Desktop","Germany","Hyderabad"
"ORD00198","2024-07-16","CUST4687","Customer_592","P418","Product_61","Sports","West","Corporate","Paid Search","CMP556","Campaign_17","3448","6622","3790","1866","131867","657","453","39583","92284","91228","2.94","90.08","3724.45","11593.00","15824.04","3793.56","UPI","Desktop","USA","Delhi"
"ORD00199","2024-07-17","CUST8335","Customer_478","P201","Product_72","Books","East","Consumer","Affiliate","CMP553","Campaign_4","1676","5722","1493","925","75052","739","154","22368","52684","51811","6.17","87.08","4378.04","2225.76","9006.24","2172.11","NetBanking","Desktop","UK","Pune"
"ORD00200","2024-07-18","CUST8139","Customer_357","P277","Product_87","Fashion","North","SMB","Social","CMP222","Campaign_31","2223","7030","3519","1827","16595","163","62","7602","8993","8234","1.85","97.68","646.51","1205.04","1991.40","840.85","Card","Tablet","UK","Delhi"
